Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
11.5650      -30034.553   -30041.895        7.342   295.8
11.5675      -30034.548   -30041.625        7.077   285.1
11.5700      -30034.551   -30042.000        7.449   300.2
11.5725      -30034.548   -30041.729        7.181   289.3
11.5750      -30034.545   -30041.332        6.787   273.5
11.5775      -30034.547   -30041.697        7.150   288.1
11.5800      -30034.543   -30041.502        6.959   280.4
11.5825      -30034.541   -30041.576        7.035   283.5
11.5850      -30034.534   -30041.037        6.503   262.0
11.5875      -30034.533   -30041.426        6.893   277.7
11.5900      -30034.533   -30041.641        7.108   286.4
11.5925      -30034.528   -30041.449        6.921   278.9
11.5950      -30034.530   -30041.795        7.265   292.7
11.5975      -30034.524   -30041.594        7.069   284.9
11.6000      -30034.530   -30042.125        7.595   306.0
11.6025      -30034.522   -30041.443        6.921   278.9
11.6050      -30034.526   -30041.535        7.009   282.4
11.6075      -30034.520   -30041.170        6.650   267.9
11.6100      -30034.520   -30041.561        7.041   283.7
11.6125      -30034.515   -30041.449        6.935   279.4
11.6150      -30034.514   -30041.451        6.937   279.5
11.6175      -30034.513   -30041.736        7.223   291.1
11.6200      -30034.511   -30041.832        7.321   295.0
11.6225      -30034.518   -30042.301        7.783   313.6
11.6250      -30034.515   -30041.977        7.461   300.6
11.6275      -30034.517   -30042.127        7.610   306.6
11.6300      -30034.518   -30042.211        7.693   310.0
11.6325      -30034.521   -30042.158        7.637   307.7
11.6350      -30034.522   -30042.201        7.679   309.4
11.6375      -30034.522   -30041.736        7.214   290.7
11.6400      -30034.524   -30042.295        7.771   313.1
11.6425      -30034.522   -30041.682        7.159   288.5
11.6450      -30034.528   -30042.191        7.663   308.8
11.6475      -30034.522   -30041.883        7.361   296.6
11.6500      -30034.530   -30042.543        8.013   322.9
11.6525      -30034.531   -30042.336        7.805   314.5
11.6550      -30034.532   -30042.375        7.843   316.0
11.6575      -30034.535   -30042.531        7.996   322.2
11.6600      -30034.537   -30042.580        8.043   324.1
11.6625      -30034.543   -30042.434        7.891   317.9
11.6650      -30034.543   -30042.125        7.582   305.5
11.6675      -30034.547   -30042.379        7.831   315.6
11.6700      -30034.549   -30042.223        7.674   309.2
11.6725      -30034.548   -30042.242        7.694   310.0
11.6750      -30034.550   -30042.045        7.495   302.0
11.6775      -30034.552   -30042.262        7.710   310.7
11.6800      -30034.550   -30042.266        7.716   310.9
11.6825      -30034.555   -30042.242        7.687   309.7
11.6850      -30034.553   -30042.215        7.662   308.7
11.6875      -30034.557   -30042.344        7.787   313.8
11.6900      -30034.558   -30042.342        7.784   313.6
11.6925      -30034.561   -30042.141        7.580   305.4
11.6950      -30034.560   -30041.980        7.420   299.0
11.6975      -30034.560   -30041.947        7.387   297.7
11.7000      -30034.561   -30042.186        7.625   307.2
11.7025      -30034.563   -30042.367        7.804   314.4
11.7050      -30034.565   -30042.449        7.884   317.7
11.7075      -30034.569   -30042.719        8.150   328.4
11.7100      -30034.571   -30042.482        7.911   318.8
11.7125      -30034.576   -30042.613        8.037   323.9
11.7150      -30034.574   -30042.002        7.428   299.3
11.7175      -30034.581   -30042.570        7.990   321.9
11.7200      -30034.578   -30042.098        7.520   303.0
11.7225      -30034.584   -30042.451        7.867   317.0
11.7250      -30034.581   -30042.264        7.683   309.6
11.7275      -30034.589   -30042.633        8.044   324.1
11.7300      -30034.587   -30042.328        7.741   311.9
11.7325      -30034.589   -30041.857        7.268   292.9
11.7350      -30034.589   -30042.152        7.563   304.7
11.7375      -30034.590   -30041.979        7.388   297.7
